configuration,project,class,round,killed_mutants,total_mutants,mutation_score_percent
weak_60,65_gsftp,com.gotoservers.ftp.FtpApplet,10,0,97,0
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,1,152,581,26
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,2,122,581,21
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,3,151,581,26
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,4,157,581,27
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,5,175,581,30
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,6,109,581,19
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,7,171,581,29
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,8,121,581,21
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,9,109,581,19
weak_60,65_gsftp,mindbright.ssh.SSHSCPGUIThread,10,110,581,19
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,1,60,327,18
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,2,60,327,18
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,3,60,327,18
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,4,59,327,18
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,5,63,327,19
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,6,56,327,17
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,7,59,327,18
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,8,61,327,19
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,9,60,327,18
weak_60,66_openjms,org.exolab.jms.net.connector.DefaultConnectionPool,10,61,327,19
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,1,77,105,73
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,2,76,105,72
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,3,76,105,72
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,4,77,105,73
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,5,77,105,73
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,6,76,105,72
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,7,74,105,70
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,8,74,105,70
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,9,76,105,72
weak_60,66_openjms,org.exolab.jms.net.socket.SocketRequestInfo,10,83,105,79
weak_60,68_biblestudy,bible.obj.Verse,1,118,287,41
weak_60,68_biblestudy,bible.obj.Verse,2,118,287,41
weak_60,68_biblestudy,bible.obj.Verse,3,119,287,41
weak_60,68_biblestudy,bible.obj.Verse,4,119,287,41
weak_60,68_biblestudy,bible.obj.Verse,5,119,287,41
weak_60,68_biblestudy,bible.obj.Verse,6,118,287,41
weak_60,68_biblestudy,bible.obj.Verse,7,119,287,41
weak_60,68_biblestudy,bible.obj.Verse,8,119,287,41
weak_60,68_biblestudy,bible.obj.Verse,9,117,287,41
weak_60,68_biblestudy,bible.obj.Verse,10,119,287,41
weak_60,68_biblestudy,bible.util.Queue,1,104,139,75
weak_60,68_biblestudy,bible.util.Queue,2,95,139,68
weak_60,68_biblestudy,bible.util.Queue,3,95,139,68
weak_60,68_biblestudy,bible.util.Queue,4,88,139,63
weak_60,68_biblestudy,bible.util.Queue,5,83,139,60
weak_60,68_biblestudy,bible.util.Queue,6,107,139,77
weak_60,68_biblestudy,bible.util.Queue,7,96,139,69
weak_60,68_biblestudy,bible.util.Queue,8,108,139,78
weak_60,68_biblestudy,bible.util.Queue,9,103,139,74
weak_60,68_biblestudy,bible.util.Queue,10,113,139,81
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,1,3,301,1
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,2,55,301,18
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,3,56,301,19
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,4,55,301,18
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,5,56,301,19
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,6,55,301,18
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,7,59,301,20
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,8,16,301,5
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,9,58,301,19
weak_60,69_lhamacaw,macaw.util.DisplayableListPanel,10,59,301,20
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,1,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,2,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,3,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,4,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,5,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,6,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,7,0,176,0
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,8,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,9,2,176,1
weak_60,69_lhamacaw,macaw.presentationLayer.MacawWorkBench,10,2,176,1
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,1,199,260,77
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,2,181,260,70
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,3,153,260,59
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,4,155,260,60
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,5,173,260,67
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,6,168,260,65
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,7,179,260,69
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,8,162,260,62
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,9,199,260,77
weak_60,7_sfmis,com.hf.sfm.crypt.Base64,10,173,260,67
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,1,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,2,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,3,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,4,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,5,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,6,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,7,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,8,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,9,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,10,2,34,6
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,1,343,508,68
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,2,375,508,74
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,3,356,508,70
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,4,347,508,68
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,5,343,508,68
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,6,337,508,66
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,7,346,508,68
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,8,342,508,67
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,9,358,508,70
weak_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,10,325,508,64
weak_60,72_battlecry,bcry.bcGenerator,1,11,1452,1
weak_60,72_battlecry,bcry.bcGenerator,2,393,1452,27
weak_60,72_battlecry,bcry.bcGenerator,3,9,1452,1
weak_60,72_battlecry,bcry.bcGenerator,4,8,1452,1
weak_60,72_battlecry,bcry.bcGenerator,5,11,1452,1
weak_60,72_battlecry,bcry.bcGenerator,6,11,1452,1
weak_60,72_battlecry,bcry.bcGenerator,7,364,1452,25
weak_60,72_battlecry,bcry.bcGenerator,8,8,1452,1
weak_60,72_battlecry,bcry.bcGenerator,9,407,1452,28
weak_60,72_battlecry,bcry.bcGenerator,10,300,1452,21
weak_60,72_battlecry,bcry.battlecryGUI,1,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,2,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,3,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,4,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,5,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,6,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,7,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,8,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,9,1,684,0
weak_60,72_battlecry,bcry.battlecryGUI,10,1,684,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,1,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,2,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,3,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,4,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,5,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,6,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,7,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,8,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,9,0,559,0
weak_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,10,0,559,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,1,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,2,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,3,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,4,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,5,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,6,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,7,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,8,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,9,0,70,0
weak_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,10,0,70,0
weak_60,74_fixsuite,org.fixsuite.message.Library,1,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,2,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,3,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,4,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,5,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,6,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,7,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,8,12,116,10
weak_60,74_fixsuite,org.fixsuite.message.Library,9,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.Library,10,14,116,12
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,1,47,286,16
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,2,47,286,16
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,3,27,286,9
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,4,47,286,16
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,5,27,286,9
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,6,47,286,16
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,7,47,286,16
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,8,47,286,16
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,9,47,286,16
weak_60,74_fixsuite,org.fixsuite.message.view.TreeView,10,47,286,16
weak_60,75_openhre,com.browsersoft.aacs.User,1,456,560,81
weak_60,75_openhre,com.browsersoft.aacs.User,2,449,560,80
weak_60,75_openhre,com.browsersoft.aacs.User,3,459,560,82
weak_60,75_openhre,com.browsersoft.aacs.User,4,462,560,83
weak_60,75_openhre,com.browsersoft.aacs.User,5,476,560,85
weak_60,75_openhre,com.browsersoft.aacs.User,6,471,560,84
weak_60,75_openhre,com.browsersoft.aacs.User,7,469,560,84
weak_60,75_openhre,com.browsersoft.aacs.User,8,447,560,80
weak_60,75_openhre,com.browsersoft.aacs.User,9,465,560,83
weak_60,75_openhre,com.browsersoft.aacs.User,10,454,560,81
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,1,74,135,55
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,2,84,135,62
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,3,77,135,57
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,4,94,135,70
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,5,79,135,59
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,6,80,135,59
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,7,77,135,57
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,8,77,135,57
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,9,94,135,70
weak_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,10,82,135,61
weak_60,77_io-project,ioproject.server.network.ClientGroup,1,80,144,56
weak_60,77_io-project,ioproject.server.network.ClientGroup,2,83,144,58
weak_60,77_io-project,ioproject.server.network.ClientGroup,3,66,144,46
weak_60,77_io-project,ioproject.server.network.ClientGroup,4,86,144,60
weak_60,77_io-project,ioproject.server.network.ClientGroup,5,71,144,49
weak_60,77_io-project,ioproject.server.network.ClientGroup,6,69,144,48
weak_60,77_io-project,ioproject.server.network.ClientGroup,7,76,144,53
weak_60,77_io-project,ioproject.server.network.ClientGroup,8,78,144,54
weak_60,77_io-project,ioproject.server.network.ClientGroup,9,72,144,50
weak_60,77_io-project,ioproject.server.network.ClientGroup,10,72,144,50
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,1,8,24,33
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,2,4,24,17
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,3,10,24,42
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,4,4,24,17
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,5,4,24,17
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,6,6,24,25
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,7,1,24,4
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,8,2,24,8
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,9,1,24,4
weak_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,10,2,24,8
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,1,49,77,64
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,2,45,77,58
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,3,49,77,64
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,4,49,77,64
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,5,49,77,64
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,6,47,77,61
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,7,49,77,64
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,8,49,77,64
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,9,49,77,64
weak_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,10,45,77,58
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,1,644,881,73
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,2,697,881,79
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,3,543,881,62
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,4,710,881,81
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,5,481,881,55
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,6,487,881,55
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,7,498,881,57
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,8,569,881,65
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,9,635,881,72
weak_60,78_caloriecount,com.lts.io.DirectoryScanner,10,627,881,71
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,1,352,522,67
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,2,341,522,65
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,3,334,522,64
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,4,271,522,52
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,5,351,522,67
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,6,325,522,62
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,7,314,522,60
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,8,323,522,62
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,9,293,522,56
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,10,355,522,68
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,1,126,242,52
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,2,130,242,54
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,3,148,242,61
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,4,142,242,59
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,5,151,242,62
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,6,142,242,59
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,7,94,242,39
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,8,134,242,55
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,9,132,242,55
weak_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,10,134,242,55
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,1,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,2,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,3,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,4,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,5,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,6,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,7,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,8,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,9,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,10,56,266,21
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,1,335,651,51
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,2,402,651,62
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,3,359,651,55
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,4,355,651,55
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,5,314,651,48
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,6,311,651,48
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,7,230,651,35
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,8,493,651,76
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,9,344,651,53
weak_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,10,374,651,57
weak_60,81_javathena,org.javathena.login.parse.FromClient,1,15,140,11
weak_60,81_javathena,org.javathena.login.parse.FromClient,2,15,140,11
weak_60,81_javathena,org.javathena.login.parse.FromClient,3,17,140,12
weak_60,81_javathena,org.javathena.login.parse.FromClient,4,21,140,15
weak_60,81_javathena,org.javathena.login.parse.FromClient,5,21,140,15
weak_60,81_javathena,org.javathena.login.parse.FromClient,6,25,140,18
weak_60,81_javathena,org.javathena.login.parse.FromClient,7,28,140,20
weak_60,81_javathena,org.javathena.login.parse.FromClient,8,15,140,11
weak_60,81_javathena,org.javathena.login.parse.FromClient,9,19,140,14
weak_60,81_javathena,org.javathena.login.parse.FromClient,10,19,140,14
weak_60,81_javathena,org.javathena.login.UserManagement,1,192,2582,7
weak_60,81_javathena,org.javathena.login.UserManagement,2,212,2582,8
weak_60,81_javathena,org.javathena.login.UserManagement,3,196,2582,8
weak_60,81_javathena,org.javathena.login.UserManagement,4,198,2582,8
weak_60,81_javathena,org.javathena.login.UserManagement,5,208,2582,8
weak_60,81_javathena,org.javathena.login.UserManagement,6,221,2582,9
weak_60,81_javathena,org.javathena.login.UserManagement,7,202,2582,8
weak_60,81_javathena,org.javathena.login.UserManagement,8,206,2582,8
weak_60,81_javathena,org.javathena.login.UserManagement,9,200,2582,8
weak_60,81_javathena,org.javathena.login.UserManagement,10,198,2582,8
weak_60,81_javathena,org.javathena.login.Login,1,734,1588,46
weak_60,81_javathena,org.javathena.login.Login,2,647,1588,41
weak_60,81_javathena,org.javathena.login.Login,3,522,1588,33
weak_60,81_javathena,org.javathena.login.Login,4,767,1588,48
weak_60,81_javathena,org.javathena.login.Login,6,631,1588,40
weak_60,81_javathena,org.javathena.login.Login,7,666,1588,42
weak_60,81_javathena,org.javathena.login.Login,8,632,1588,40
weak_60,81_javathena,org.javathena.login.Login,9,653,1588,41
weak_60,81_javathena,org.javathena.login.Login,10,633,1588,40
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,1,91,900,10
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,2,93,900,10
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,3,225,900,25
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,4,91,900,10
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,5,100,900,11
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,6,94,900,10
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,7,93,900,10
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,8,93,900,10
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,9,300,900,33
weak_60,81_javathena,org.javathena.utiles.ConfigurationManagement,10,90,900,10
weak_60,82_ipcalculator,ipac.BinaryCalculate,1,715,895,80
weak_60,82_ipcalculator,ipac.BinaryCalculate,2,706,895,79
weak_60,82_ipcalculator,ipac.BinaryCalculate,3,688,895,77
weak_60,82_ipcalculator,ipac.BinaryCalculate,4,607,895,68
weak_60,82_ipcalculator,ipac.BinaryCalculate,5,757,895,85
weak_60,82_ipcalculator,ipac.BinaryCalculate,6,569,895,64
weak_60,82_ipcalculator,ipac.BinaryCalculate,7,656,895,73
weak_60,82_ipcalculator,ipac.BinaryCalculate,8,599,895,67
weak_60,82_ipcalculator,ipac.BinaryCalculate,9,563,895,63
weak_60,82_ipcalculator,ipac.BinaryCalculate,10,545,895,61
weak_60,82_ipcalculator,ipac.WhoIS,1,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,2,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,3,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,4,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,5,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,6,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,7,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,8,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,9,72,430,17
weak_60,82_ipcalculator,ipac.WhoIS,10,72,430,17
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,1,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,2,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,3,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,4,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,5,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,6,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,7,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,8,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,9,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.MessageHandler,10,14,123,11
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,1,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,2,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,3,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,4,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,5,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,6,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,7,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,8,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,9,7,83,8
weak_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,10,7,83,8
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,1,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,2,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,3,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,4,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,5,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,6,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,7,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,8,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,9,179,297,60
weak_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,10,179,297,60
